word,year_month,n,total,tf,idf,tf_idf
врач_noun,2017-01,270,17707,0.015248206923815441,0.5645298027378517,0.008608067246807476
больница_noun,2017-01,190,17707,0.010730219687129384,0.6931471805599453,0.007437621522922551
грипп_noun,2017-01,114,17707,0.00643813181227763,1.128465251817791,0.007265208036778006
ребенок_noun,2017-01,224,17707,0.012650364262720959,0.4818380868927384,0.006095427314845733
медицинский_adj,2017-01,168,17707,0.009487773197040719,0.6176396280518002,0.0058600247084600685
врач_noun,2017-02,118,8433,0.013992647930748251,0.5645298027378517,0.007899266776125518
больница_noun,2017-02,93,8433,0.011028103877623622,0.6931471805599453,0.007644099109697013
ребенок_noun,2017-02,118,8433,0.013992647930748251,0.4818380868927384,0.006742190709515372
медицинский_adj,2017-02,76,8433,0.009012213921498874,0.6176396280518002,0.0055663004543978194
год_noun,2017-02,134,8433,0.015889956124748014,0.29423947299793995,0.004675452316106244
врач_noun,2017-03,188,10304,0.018245341614906832,0.5645298027378517,0.010300039102748071
больница_noun,2017-03,133,10304,0.012907608695652174,0.6931471805599453,0.008946872575162338
ребенок_noun,2017-03,133,10304,0.012907608695652174,0.4818380868927384,0.006219377480273118
медицинский_adj,2017-03,77,10304,0.007472826086956522,0.6176396280518002,0.0046155135248436155
